,id,name,topic,version,description,uploaded_at,image_url
0,1,POCUC PILOTO,consumo de tabaco,1.0,Proyecto de investigación para conocer la caracterización sociodemográfica de las personas que fuman,2025-11-03 21:54:12.153536,https://images.theconversation.com/files/444066/original/file-20220202-13-3hrbjn.jpg?ixlib=rb-4.1.0&
